Iteration,MinCost,AvgCost,StdDevCost
578,64005.0,66613.47,811.8736461252621
579,64005.0,66609.25,820.2220243275104
580,64005.0,66585.4,781.0775256081185
581,63423.0,66600.1,1367.4669238701124
582,63423.0,66536.1,987.0629271845955
583,63423.0,66513.17,906.7891857392971
584,63423.0,66448.32,907.4230009352102
585,63423.0,66480.36,993.8496067353857
586,63423.0,66495.55,1066.481568930606
587,63423.0,66490.33,1039.592811264258
588,63423.0,66605.92,1900.1343157202803
589,63423.0,66469.83,954.5065683325071
590,63423.0,66527.82,1268.2459085068813
591,63423.0,66363.68,942.3682918985324
592,63423.0,66249.4,1001.7709571079861
593,63423.0,66206.74,1003.1280130197993
594,63423.0,66273.15,1260.184525329044
595,63423.0,66336.71,1723.654704780842
596,63423.0,66268.12,1230.0912529178681
597,63423.0,66245.01,1110.7865126416807
598,63423.0,66159.54,1008.2073141387283
599,63423.0,66157.94,1006.5994039338589
600,63423.0,66265.12,1545.1957496208902
601,63423.0,66122.56,1000.3581411199943
602,63423.0,66143.88,1045.0579151705451
603,63423.0,66193.49,1447.4399587694213
604,63423.0,66198.82,1487.0120293237494
605,63423.0,66168.34,1274.2871583831495
606,63423.0,66065.18,979.6515498849166
607,63423.0,66112.3,1132.3657233037088
608,63423.0,66035.03,1019.4491823796542
609,63423.0,66048.45,1183.5100113516983
610,63423.0,65915.92,1002.9135100729617
611,63423.0,65904.34,992.6633618195999
612,63423.0,65931.99,1061.1819072633261
613,63423.0,65950.88,1144.6235169502484
614,63423.0,65909.25,999.6024095972995
615,63423.0,65963.11,1211.357322814104
616,63423.0,65959.14,1188.7265235868122
617,63423.0,65940.4,1095.096684076227
618,63423.0,65899.26,987.3444398123092
619,63423.0,65933.2,1080.9228100156463
620,63423.0,65943.19,1126.609436371457
621,63423.0,65903.29,992.8628568056328
622,63423.0,65910.69,1007.1248374868075
623,63423.0,65910.4,1006.4672991421153
624,63423.0,65899.73,987.9049340330621
625,63423.0,65900.69,989.1181838977442
626,63423.0,65948.5,1153.6813146435093
627,63423.0,65972.41,1665.9883413260561
628,63423.0,65832.29,1063.7708541796114
629,63423.0,65883.72,1348.222863811859
630,63423.0,65840.88,1099.728536567736
631,63423.0,65911.51,1551.9622476338811
632,63423.0,65844.42,1116.1346283880223
633,63423.0,65848.83,1137.7831454014408
634,63423.0,65867.33,1241.622033405651
635,63423.0,65859.17,1193.4017845189144
636,63423.0,65857.46,1183.7608397208305
637,63423.0,65829.74,1054.208388155096
638,63423.0,65802.14,987.5568672540362
639,63423.0,65739.3,1010.287552825402
